省份,日期,新增确诊人数,新增治愈人数,新增死亡人数,累积确诊人数,累积治愈人数,累积死亡人数
河北,2020/3/11,0,0,0,318,307,6
河北,2020/3/12,0,3,0,318,310,6
河北,2020/3/13,0,0,0,318,310,6
河北,2020/3/14,0,0,0,318,310,6
河北,2020/3/15,0,0,0,318,310,6
河北,2020/3/16,0,0,0,318,310,6
河北,2020/3/17,0,0,0,318,310,6
河北,2020/3/18,0,0,0,318,310,6
河北,2020/3/19,0,0,0,318,310,6
河北,2020/3/2,0,3,0,318,297,6
河北,2020/3/20,0,0,0,318,310,6
河北,2020/3/21,1,0,0,319,310,6
河北,2020/3/22,0,0,0,319,310,6
河北,2020/3/23,0,0,0,319,310,6
河北,2020/3/24,0,0,0,319,310,6
河北,2020/3/25,0,0,0,319,310,6
河北,2020/3/26,0,0,0,319,310,6
河北,2020/3/27,0,0,0,319,310,6
河北,2020/3/28,0,0,0,319,310,6
河北,2020/3/29,2,0,0,321,310,6
河北,2020/3/3,0,3,0,318,300,6
河北,2020/3/30,0,0,0,321,310,6
河北,2020/3/31,2,0,0,323,310,6
河北,2020/3/4,0,1,0,318,301,6
河北,2020/3/5,0,3,0,318,304,6
河北,2020/3/6,0,1,0,318,305,6
河北,2020/3/7,0,2,0,318,307,6
河北,2020/3/8,0,0,0,318,307,6
河北,2020/3/9,0,0,0,318,307,6
河北,2020/4/1,2,0,0,325,310,6
河北,2020/4/10,0,0,0,327,313,6
河北,2020/4/11,0,0,0,327,313,6
河北,2020/4/12,0,0,0,327,313,6
河北,2020/4/13,0,0,0,327,313,6
河北,2020/4/14,0,0,0,327,313,6
河北,2020/4/15,1,1,0,328,314,6
河北,2020/4/16,0,0,0,328,314,6
河北,2020/4/17,0,0,0,328,314,6
河北,2020/4/18,0,0,0,328,314,6
河北,2020/4/19,0,1,0,328,315,6
河北,2020/4/2,1,0,0,326,310,6
河北,2020/4/20,0,0,0,328,315,6
河北,2020/4/21,0,0,0,328,315,6
河北,2020/4/22,0,0,0,328,315,6
河北,2020/4/23,0,0,0,328,315,6
河北,2020/4/24,0,1,0,328,316,6
河北,2020/4/25,0,0,0,328,316,6
河北,2020/4/26,0,0,0,328,316,6
河北,2020/4/27,0,0,0,328,316,6
河北,2020/4/28,0,0,0,328,316,6
河北,2020/4/29,0,0,0,328,316,6
河北,2020/4/3,0,0,0,326,310,6
河北,2020/4/30,0,0,0,328,316,6
河北,2020/4/4,1,0,0,327,310,6
河北,2020/4/5,0,0,0,327,310,6
河北,2020/4/6,0,0,0,327,310,6
河北,2020/4/7,0,2,0,327,312,6
河北,2020/4/8,0,1,0,327,313,6
河北,2020/4/9,0,0,0,327,313,6
河北,2020/5/1,0,0,0,328,316,6
河北,2020/5/10,0,0,0,328,319,6
河北,2020/5/11,0,0,0,328,319,6
河北,2020/5/12,0,0,0,328,319,6
河北,2020/5/13,0,0,0,328,319,6
河北,2020/5/14,0,0,0,328,319,6
河北,2020/5/15,0,0,0,328,319,6
河北,2020/5/16,0,0,0,328,319,6
河北,2020/5/17,0,1,0,328,320,6
河北,2020/5/18,0,0,0,328,320,6
河北,2020/5/19,0,0,0,328,320,6
河北,2020/5/2,0,0,0,328,316,6
河北,2020/5/20,0,0,0,328,320,6
河北,2020/5/21,0,0,0,328,320,6
河北,2020/5/22,0,0,0,328,320,6
河北,2020/5/23,0,0,0,328,320,6
河北,2020/5/24,0,0,0,328,320,6
河北,2020/5/25,0,0,0,328,320,6
河北,2020/5/26,0,0,0,328,320,6
河北,2020/5/27,0,0,0,328,320,6
河北,2020/5/28,0,0,0,328,320,6
河北,2020/5/29,0,0,0,328,320,6
河北,2020/5/3,0,0,0,328,316,6
河北,2020/5/30,0,0,0,328,320,6
河北,2020/5/31,0,0,0,328,320,6
河北,2020/5/4,0,2,0,328,318,6
河北,2020/5/5,0,0,0,328,318,6
河北,2020/5/6,0,0,0,328,318,6
河北,2020/5/7,0,0,0,328,318,6
河北,2020/5/8,0,0,0,328,318,6
河北,2020/5/9,0,1,0,328,319,6
河北,2020/6/1,0,0,0,328,320,6
河北,2020/6/10,0,0,0,328,320,6
河北,2020/6/11,0,0,0,328,320,6
河北,2020/6/12,0,0,0,328,320,6
河北,2020/6/13,0,0,0,328,320,6
河北,2020/6/14,0,0,0,328,320,6
河北,2020/6/15,4,0,0,332,320,6
河北,2020/6/16,1,0,0,333,320,6
河北,2020/6/17,2,0,0,335,320,6
河北,2020/6/18,2,0,0,337,320,6
河北,2020/6/19,1,0,0,338,320,6
河北,2020/6/2,0,0,0,328,320,6
河北,2020/6/20,3,0,0,341,320,6
河北,2020/6/21,2,0,0,343,320,6
河北,2020/6/22,0,0,0,343,320,6
河北,2020/6/23,2,0,0,345,320,6
河北,2020/6/24,1,0,0,346,320,6
河北,2020/6/25,0,1,0,346,321,6
河北,2020/6/26,3,2,0,349,323,6
河北,2020/6/27,0,3,0,349,326,6
河北,2020/6/28,0,5,0,349,331,6
河北,2020/6/29,0,3,0,349,334,6
河北,2020/6/3,0,0,0,328,320,6
河北,2020/6/30,0,2,0,349,336,6
河北,2020/6/4,0,0,0,328,320,6
河北,2020/6/5,0,0,0,328,320,6
河北,2020/6/6,0,0,0,328,320,6
河北,2020/6/7,0,0,0,328,320,6
河北,2020/6/8,0,0,0,328,320,6
河北,2020/6/9,0,0,0,328,320,6
河南,2020/1/21,1,0,0,1,0,0
河南,2020/1/22,4,0,0,5,0,0
河南,2020/1/23,4,0,0,9,0,0
河南,2020/1/24,23,0,0,32,0,0
河南,2020/1/25,51,0,1,83,0,1
河南,2020/1/26,45,0,0,128,0,1
河南,2020/1/27,40,0,0,168,0,1
河南,2020/1/28,38,1,1,206,1,2
河南,2020/1/29,72,1,0,278,2,2
河南,2020/1/30,74,1,0,352,3,2
河南,2020/1/31,70,2,0,422,5,2
河南,2020/2/1,71,2,0,493,7,2
河南,2020/2/10,32,23,0,1105,130,4
河南,2020/2/11,30,9,2,1135,139,6
河南,2020/2/12,34,22,0,1169,161,6
河南,2020/2/13,15,15,1,1184,176,7
河南,2020/2/14,28,23,0,1212,199,7
河南,2020/2/15,19,16,0,1231,215,7
河南,2020/2/16,15,27,0,1246,242,7
河南,2020/2/17,11,48,1,1257,290,8
河南,2020/2/18,5,24,0,1262,314,8
河南,2020/2/19,4,85,0,1266,399,8
河南,2020/2/2,73,9,0,566,16,2
河南,2020/2/20,1,64,0,1267,463,8
河南,2020/2/21,3,21,0,1270,484,8
河南,2020/2/22,1,44,0,1271,528,8
河南,2020/2/23,0,46,0,1271,574,8
河南,2020/2/24,0,62,0,1271,636,8
河南,2020/2/25,0,19,0,1271,655,8
河南,2020/2/26,1,26,0,1272,681,8
河南,2020/2/27,0,27,0,1272,708,8
河南,2020/2/28,0,36,0,1272,744,8
河南,2020/2/29,0,11,0,1272,755,8
河南,2020/2/3,109,2,0,675,18,2
河南,2020/2/4,89,10,0,764,28,2
河南,2020/2/5,87,9,0,851,37,2
河南,2020/2/6,63,14,1,914,51,3
河南,2020/2/7,67,9,0,981,60,3
河南,2020/2/8,52,25,1,1033,85,4
河南,2020/2/9,40,22,0,1073,107,4
河南,2020/3/1,0,8,0,1272,763,8
河南,2020/3/10,1,18,0,1273,802,9
河南,2020/3/11,1,7,0,1274,809,9
河南,2020/3/12,1,7,1,1275,816,10
河南,2020/3/13,1,6,1,1276,822,11
河南,2020/3/14,1,13,0,1277,835,11
河南,2020/3/15,0,5,0,1277,840,11
河南,2020/3/16,0,7,1,1277,847,12
河南,2020/3/17,0,0,0,1277,847,12
河南,2020/3/18,0,0,0,1277,847,12
河南,2020/3/19,0,0,0,1277,847,12
河南,2020/3/2,0,6,0,1272,769,8
河南,2020/3/20,0,4,1,1277,851,13
河南,2020/3/21,0,6,1,1277,857,14
河南,2020/3/22,1,0,0,1278,857,14
河南,2020/3/23,0,0,0,1278,857,14
河南,2020/3/24,0,0,0,1278,857,14
河南,2020/3/25,1,0,0,1279,857,14
河南,2020/3/26,0,7,1,1279,864,15
河南,2020/3/27,0,1,0,1279,865,15
河南,2020/3/28,1,0,0,1280,865,15
河南,2020/3/29,0,0,0,1280,865,15
河南,2020/3/3,0,1,0,1272,770,8
河南,2020/3/30,0,0,0,1280,865,15
河南,2020/3/31,0,0,0,1280,865,15
河南,2020/3/4,0,3,1,1272,773,9
河南,2020/3/5,0,0,0,1272,773,9
河南,2020/3/6,0,3,0,1272,776,9
河南,2020/3/7,0,3,0,1272,779,9
河南,2020/3/8,0,3,0,1272,782,9
河南,2020/3/9,0,2,0,1272,784,9
河南,2020/4/1,0,5,1,1280,870,16
河南,2020/4/10,0,4,1,1280,879,18
河南,2020/4/11,0,1,0,1280,880,18
河南,2020/4/12,0,0,0,1280,880,18
河南,2020/4/13,0,0,0,1280,880,18
河南,2020/4/14,0,0,0,1280,880,18
河南,2020/4/15,0,0,0,1280,880,18
河南,2020/4/16,0,0,0,1280,880,18
河南,2020/4/17,0,0,0,1280,880,18
河南,2020/4/18,0,0,0,1280,880,18
河南,2020/4/19,0,0,0,1280,880,18
河南,2020/4/2,0,0,0,1280,870,16
河南,2020/4/20,0,0,0,1280,880,18
河南,2020/4/21,0,0,0,1280,880,18
河南,2020/4/22,0,0,0,1280,880,18
河南,2020/4/23,0,0,0,1280,880,18
河南,2020/4/24,0,0,0,1280,880,18
河南,2020/4/25,0,0,0,1280,880,18
河南,2020/4/26,0,0,0,1280,880,18
河南,2020/4/27,0,0,0,1280,880,18
河南,2020/4/28,0,0,0,1280,880,18
河南,2020/4/29,0,0,0,1280,880,18
河南,2020/4/3,0,4,1,1280,874,17
河南,2020/4/30,0,0,0,1280,880,18
河南,2020/4/4,0,0,0,1280,874,17
河南,2020/4/5,0,1,0,1280,875,17
河南,2020/4/6,0,0,0,1280,875,17
河南,2020/4/7,0,0,0,1280,875,17
河南,2020/4/8,0,0,0,1280,875,17
河南,2020/4/9,0,0,0,1280,875,17
河南,2020/5/1,0,0,0,1280,880,18
河南,2020/5/10,0,0,0,1280,880,18
河南,2020/5/11,0,0,0,1280,880,18
河南,2020/5/12,0,0,0,1280,880,18
河南,2020/5/13,0,0,0,1280,880,18
河南,2020/5/14,0,0,0,1280,880,18
河南,2020/5/15,0,0,0,1280,880,18
河南,2020/5/16,0,0,0,1280,880,18
河南,2020/5/17,0,0,0,1280,880,18
河南,2020/5/18,0,0,0,1280,880,18
河南,2020/5/19,0,0,0,1280,880,18
河南,2020/5/2,0,0,0,1280,880,18
河南,2020/5/20,0,0,0,1280,880,18
河南,2020/5/21,0,0,0,1280,880,18
河南,2020/5/22,0,0,0,1280,880,18
河南,2020/5/23,0,0,0,1280,880,18
河南,2020/5/24,0,0,0,1280,880,18
河南,2020/5/25,0,0,0,1280,880,18
河南,2020/5/26,0,0,0,1280,880,18
河南,2020/5/27,0,0,0,1280,880,18
河南,2020/5/28,0,0,0,1280,880,18
河南,2020/5/29,0,0,0,1280,880,18
河南,2020/5/3,0,0,0,1280,880,18
河南,2020/5/30,0,0,0,1280,880,18
河南,2020/5/31,0,0,0,1280,880,18
河南,2020/5/4,0,0,0,1280,880,18
河南,2020/5/5,0,0,0,1280,880,18
河南,2020/5/6,0,0,0,1280,880,18
河南,2020/5/7,0,0,0,1280,880,18
河南,2020/5/8,0,0,0,1280,880,18
河南,2020/5/9,0,0,0,1280,880,18
河南,2020/6/1,0,0,0,1280,880,18
河南,2020/6/10,0,0,0,1280,880,18
河南,2020/6/11,0,0,0,1280,880,18
河南,2020/6/12,0,0,0,1280,880,18
河南,2020/6/13,0,0,0,1280,880,18
河南,2020/6/14,0,0,0,1280,880,18
河南,2020/6/15,0,0,0,1280,880,18
河南,2020/6/16,0,0,0,1280,880,18
河南,2020/6/17,0,0,0,1280,880,18
河南,2020/6/18,0,0,0,1280,880,18
河南,2020/6/19,0,0,0,1280,880,18
河南,2020/6/2,0,0,0,1280,880,18
河南,2020/6/20,0,0,0,1280,880,18
河南,2020/6/21,0,0,0,1280,880,18
河南,2020/6/22,0,0,0,1280,880,18
河南,2020/6/23,0,0,0,1280,880,18
河南,2020/6/24,0,0,0,1280,880,18
河南,2020/6/25,0,0,0,1280,880,18
河南,2020/6/26,0,0,0,1280,880,18
河南,2020/6/27,0,0,0,1280,880,18
河南,2020/6/28,0,0,0,1280,880,18
河南,2020/6/29,0,0,0,1280,880,18
河南,2020/6/3,0,0,0,1280,880,18
河南,2020/6/30,0,0,0,1280,880,18
河南,2020/6/4,0,0,0,1280,880,18
河南,2020/6/5,0,0,0,1280,880,18
河南,2020/6/6,0,0,0,1280,880,18
河南,2020/6/7,0,0,0,1280,880,18
河南,2020/6/8,0,0,0,1280,880,18
河南,2020/6/9,0,0,0,1280,880,18
浙江,2020/1/20,5,0,0,5,0,0
浙江,2020/1/21,5,0,0,10,0,0
浙江,2020/1/22,17,1,0,27,1,0
浙江,2020/1/23,16,0,0,43,1,0
浙江,2020/1/24,19,0,0,62,1,0
浙江,2020/1/25,42,0,0,104,1,0
浙江,2020/1/26,24,0,0,128,1,0
浙江,2020/1/27,45,0,0,173,1,0
浙江,2020/1/28,123,2,0,296,3,0
浙江,2020/1/29,132,1,0,428,4,0
浙江,2020/1/30,109,5,0,537,9,0
浙江,2020/1/31,62,6,0,599,15,0
浙江,2020/2/1,62,8,0,661,23,0
浙江,2020/2/10,19,50,0,1110,251,0
浙江,2020/2/11,14,28,0,1124,279,0
浙江,2020/2/12,14,48,0,1138,327,0
浙江,2020/2/13,10,40,0,1148,367,0
浙江,2020/2/14,7,42,0,1155,409,0
浙江,2020/2/15,5,28,0,1160,437,0
浙江,2020/2/16,4,33,0,1164,470,0
浙江,2020/2/17,1,44,0,1165,514,0
浙江,2020/2/18,1,30,0,1166,544,0
浙江,2020/2/19,2,65,0,1168,609,0
浙江,2020/2/2,63,13,0,724,36,0
浙江,2020/2/20,35,38,1,1203,647,1
浙江,2020/2/21,2,47,0,1205,694,1
浙江,2020/2/22,0,35,0,1205,729,1
浙江,2020/2/23,0,36,0,1205,765,1
浙江,2020/2/24,0,29,0,1205,794,1
浙江,2020/2/25,0,20,0,1205,814,1
浙江,2020/2/26,0,67,0,1205,881,1
浙江,2020/2/27,0,62,0,1205,943,1
浙江,2020/2/28,0,44,0,1205,987,1
浙江,2020/2/29,0,40,0,1205,1027,1
浙江,2020/2/3,103,12,0,827,48,0
浙江,2020/2/4,66,15,0,893,63,0
浙江,2020/2/5,54,18,0,947,81,0
浙江,2020/2/6,52,17,0,999,98,0
浙江,2020/2/7,39,29,0,1038,127,0
浙江,2020/2/8,25,46,0,1063,173,0
浙江,2020/2/9,28,28,0,1091,201,0
浙江,2020/3/1,1,23,0,1206,1050,1
浙江,2020/3/10,0,15,0,1220,1200,1
浙江,2020/3/11,0,4,0,1220,1204,1
浙江,2020/3/12,0,0,0,1220,1204,1
浙江,2020/3/13,12,2,0,1232,1206,1
浙江,2020/3/14,4,0,0,1236,1206,1
浙江,2020/3/15,0,2,0,1236,1208,1
浙江,2020/3/16,1,3,0,1237,1211,1
浙江,2020/3/17,0,0,0,1237,1211,1
浙江,2020/3/18,1,1,0,1238,1212,1
浙江,2020/3/19,1,2,0,1239,1214,1
浙江,2020/3/2,12,31,0,1218,1081,1
浙江,2020/3/20,2,0,0,1241,1214,1
浙江,2020/3/21,1,0,0,1242,1214,1
浙江,2020/3/22,1,2,0,1243,1216,1
浙江,2020/3/23,2,0,0,1245,1216,1
浙江,2020/3/24,1,0,0,1246,1216,1
浙江,2020/3/25,2,1,0,1248,1217,1
浙江,2020/3/26,4,0,0,1252,1217,1
浙江,2020/3/27,4,3,0,1256,1220,1
浙江,2020/3/28,3,0,0,1259,1220,1
浙江,2020/3/29,1,0,0,1260,1220,1
浙江,2020/3/3,0,21,0,1218,1102,1
浙江,2020/3/30,2,1,0,1262,1221,1
浙江,2020/3/31,0,0,0,1262,1221,1
浙江,2020/3/4,2,23,0,1220,1125,1
浙江,2020/3/5,0,23,0,1220,1148,1
浙江,2020/3/6,0,8,0,1220,1156,1
浙江,2020/3/7,0,8,0,1220,1164,1
浙江,2020/3/8,0,13,0,1220,1177,1
浙江,2020/3/9,0,8,0,1220,1185,1
浙江,2020/4/1,1,2,0,1263,1223,1
浙江,2020/4/10,0,1,0,1272,1231,1
浙江,2020/4/11,0,2,0,1272,1233,1
浙江,2020/4/12,0,1,0,1272,1234,1
浙江,2020/4/13,0,3,0,1272,1237,1
浙江,2020/4/14,1,2,0,1273,1239,1
浙江,2020/4/15,0,0,0,1273,1239,1
浙江,2020/4/16,0,2,0,1273,1241,1
浙江,2020/4/17,0,0,0,1273,1241,1
浙江,2020/4/18,0,1,0,1273,1242,1
浙江,2020/4/19,0,2,0,1273,1244,1
浙江,2020/4/2,2,0,0,1265,1223,1
浙江,2020/4/20,0,2,0,1273,1246,1
浙江,2020/4/21,0,1,0,1273,1247,1
浙江,2020/4/22,0,2,0,1273,1249,1
浙江,2020/4/23,0,2,0,1273,1251,1
浙江,2020/4/24,0,0,0,1273,1251,1
浙江,2020/4/25,0,1,0,1273,1252,1
浙江,2020/4/26,0,1,0,1273,1253,1
浙江,2020/4/27,0,3,0,1273,1256,1
浙江,2020/4/28,0,1,0,1273,1257,1
浙江,2020/4/29,0,1,0,1273,1258,1
浙江,2020/4/3,2,1,0,1267,1224,1
浙江,2020/4/30,0,1,0,1273,1259,1
浙江,2020/4/4,1,1,0,1268,1225,1
浙江,2020/4/5,1,0,0,1269,1225,1
浙江,2020/4/6,1,0,0,1270,1225,1
浙江,2020/4/7,1,2,0,1271,1227,1
浙江,2020/4/8,1,3,0,1272,1230,1
浙江,2020/4/9,0,0,0,1272,1230,1
浙江,2020/5/1,0,1,0,1273,1260,1
浙江,2020/5/10,0,0,0,1273,1262,1
浙江,2020/5/11,0,0,0,1273,1262,1
浙江,2020/5/12,0,0,0,1273,1262,1
浙江,2020/5/13,0,0,0,1273,1262,1
浙江,2020/5/14,0,0,0,1273,1262,1
浙江,2020/5/15,0,0,0,1273,1262,1
浙江,2020/5/16,0,0,0,1273,1262,1
浙江,2020/5/17,0,0,0,1273,1262,1
浙江,2020/5/18,0,0,0,1273,1262,1
浙江,2020/5/19,0,0,0,1273,1262,1
浙江,2020/5/2,0,0,0,1273,1260,1
浙江,2020/5/20,0,0,0,1273,1262,1
浙江,2020/5/21,0,0,0,1273,1262,1
浙江,2020/5/22,0,0,0,1273,1262,1
浙江,2020/5/23,0,0,0,1273,1262,1
浙江,2020/5/24,0,0,0,1273,1262,1
浙江,2020/5/25,0,0,0,1273,1262,1
浙江,2020/5/26,0,0,0,1273,1262,1
浙江,2020/5/27,0,0,0,1273,1262,1
浙江,2020/5/28,0,0,0,1273,1262,1
浙江,2020/5/29,0,0,0,1273,1262,1
浙江,2020/5/3,0,0,0,1273,1260,1
浙江,2020/5/30,0,0,0,1273,1262,1
浙江,2020/5/31,0,0,0,1273,1262,1
浙江,2020/5/4,0,2,0,1273,1262,1
浙江,2020/5/5,0,0,0,1273,1262,1
浙江,2020/5/6,0,0,0,1273,1262,1
浙江,2020/5/7,0,0,0,1273,1262,1
浙江,2020/5/8,0,0,0,1273,1262,1
浙江,2020/5/9,0,0,0,1273,1262,1
浙江,2020/6/1,0,0,0,1273,1262,1
浙江,2020/6/10,0,0,0,1273,1262,1
浙江,2020/6/11,0,0,0,1273,1262,1
浙江,2020/6/12,0,0,0,1273,1262,1
浙江,2020/6/13,0,0,0,1273,1262,1
浙江,2020/6/14,0,0,0,1273,1262,1
浙江,2020/6/15,0,0,0,1273,1262,1
浙江,2020/6/16,1,0,0,1274,1262,1
浙江,2020/6/17,0,0,0,1274,1262,1
浙江,2020/6/18,0,0,0,1274,1262,1
浙江,2020/6/19,0,0,0,1274,1262,1
浙江,2020/6/2,0,0,0,1273,1262,1
浙江,2020/6/20,0,0,0,1274,1262,1
浙江,2020/6/21,0,0,0,1274,1262,1
浙江,2020/6/22,0,0,0,1274,1262,1
浙江,2020/6/23,0,0,0,1274,1262,1
浙江,2020/6/24,0,0,0,1274,1262,1
浙江,2020/6/25,0,0,0,1274,1262,1
浙江,2020/6/26,0,0,0,1274,1262,1
浙江,2020/6/27,0,0,0,1274,1262,1
浙江,2020/6/28,0,0,0,1274,1262,1
浙江,2020/6/29,0,0,0,1274,1262,1
浙江,2020/6/3,0,0,0,1273,1262,1
浙江,2020/6/30,0,0,0,1274,1262,1
浙江,2020/6/4,0,0,0,1273,1262,1
浙江,2020/6/5,0,0,0,1273,1262,1
浙江,2020/6/6,0,0,0,1273,1262,1
浙江,2020/6/7,0,0,0,1273,1262,1
浙江,2020/6/8,0,0,0,1273,1262,1
浙江,2020/6/9,0,0,0,1273,1262,1
海南,2020/1/22,4,0,0,4,0,0
海南,2020/1/23,4,0,0,8,0,0
海南,2020/1/24,9,0,0,17,0,0
海南,2020/1/25,5,0,0,22,0,0
海南,2020/1/26,9,0,0,31,0,0
海南,2020/1/27,7,0,1,38,0,1
海南,2020/1/28,5,0,0,43,0,1
海南,2020/1/29,3,1,0,46,1,1
海南,2020/1/30,3,0,0,49,1,1
海南,2020/1/31,8,0,0,57,1,1
海南,2020/2/1,5,0,0,62,1,1
海南,2020/2/10,6,0,0,142,19,3
海南,2020/2/11,3,1,0,145,20,3
海南,2020/2/12,12,7,1,157,27,4
海南,2020/2/13,0,3,0,157,30,4
海南,2020/2/14,5,8,0,162,38,4
海南,2020/2/15,0,1,0,162,39,4
海南,2020/2/16,0,13,0,162,52,4
海南,2020/2/17,1,7,0,163,59,4
海南,2020/2/18,0,20,0,163,79,4
海南,2020/2/19,5,5,0,168,84,4
海南,2020/2/2,7,3,0,69,4,1
海南,2020/2/20,0,5,0,168,89,4
海南,2020/2/21,0,7,0,168,96,4
海南,2020/2/22,0,8,0,168,104,4
海南,2020/2/23,0,2,1,168,106,5
海南,2020/2/24,0,10,0,168,116,5
海南,2020/2/25,0,8,0,168,124,5
海南,2020/2/26,0,5,0,168,129,5
海南,2020/2/27,0,4,0,168,133,5
海南,2020/2/28,0,4,0,168,137,5
海南,2020/2/29,0,12,0,168,149,5
海南,2020/2/3,9,0,0,78,4,1
海南,2020/2/4,11,0,0,89,4,1
海南,2020/2/5,11,1,0,100,5,1
海南,2020/2/6,11,3,1,111,8,2
海南,2020/2/7,11,3,0,122,11,2
海南,2020/2/8,6,4,0,128,15,2
海南,2020/2/9,8,4,1,136,19,3
海南,2020/3/1,0,3,0,168,152,5
海南,2020/3/10,0,0,0,168,159,6
海南,2020/3/11,0,1,0,168,160,6
海南,2020/3/12,0,0,0,168,160,6
海南,2020/3/13,0,0,0,168,160,6
海南,2020/3/14,0,0,0,168,160,6
海南,2020/3/15,0,0,0,168,160,6
海南,2020/3/16,0,1,0,168,161,6
海南,2020/3/17,0,0,0,168,161,6
海南,2020/3/18,0,0,0,168,161,6
海南,2020/3/19,0,0,0,168,161,6
海南,2020/3/2,0,0,0,168,152,5
海南,2020/3/20,0,0,0,168,161,6
海南,2020/3/21,0,0,0,168,161,6
海南,2020/3/22,0,0,0,168,161,6
海南,2020/3/23,0,0,0,168,161,6
海南,2020/3/24,0,1,0,168,162,6
海南,2020/3/25,0,0,0,168,162,6
海南,2020/3/26,0,0,0,168,162,6
海南,2020/3/27,0,0,0,168,162,6
海南,2020/3/28,0,0,0,168,162,6
海南,2020/3/29,0,0,0,168,162,6
海南,2020/3/3,0,4,0,168,156,5
海南,2020/3/30,0,0,0,168,162,6
海南,2020/3/31,0,0,0,168,162,6
海南,2020/3/4,0,3,0,168,159,5
海南,2020/3/5,0,0,1,168,159,6
海南,2020/3/6,0,0,0,168,159,6
海南,2020/3/7,0,0,0,168,159,6
海南,2020/3/8,0,0,0,168,159,6
海南,2020/3/9,0,0,0,168,159,6
海南,2020/4/1,0,0,0,168,162,6
海南,2020/4/10,0,0,0,168,162,6
海南,2020/4/11,0,0,0,168,162,6
海南,2020/4/12,0,0,0,168,162,6
海南,2020/4/13,0,0,0,168,162,6
海南,2020/4/14,0,0,0,168,162,6
海南,2020/4/15,0,0,0,168,162,6
海南,2020/4/16,0,0,0,168,162,6
海南,2020/4/17,0,0,0,168,162,6
海南,2020/4/18,0,0,0,168,162,6
海南,2020/4/19,0,0,0,168,162,6
海南,2020/4/2,0,0,0,168,162,6
海南,2020/4/20,0,0,0,168,162,6
海南,2020/4/21,0,0,0,168,162,6
海南,2020/4/22,0,0,0,168,162,6
海南,2020/4/23,0,0,0,168,162,6
海南,2020/4/24,0,0,0,168,162,6
海南,2020/4/25,0,0,0,168,162,6
海南,2020/4/26,0,0,0,168,162,6
海南,2020/4/27,0,0,0,168,162,6
海南,2020/4/28,0,0,0,168,162,6
海南,2020/4/29,0,0,0,168,162,6
海南,2020/4/3,0,0,0,168,162,6
海南,2020/4/30,0,0,0,168,162,6
海南,2020/4/4,0,0,0,168,162,6
海南,2020/4/5,0,0,0,168,162,6
海南,2020/4/6,0,0,0,168,162,6
海南,2020/4/7,0,0,0,168,162,6
海南,2020/4/8,0,0,0,168,162,6
海南,2020/4/9,0,0,0,168,162,6
海南,2020/5/1,0,0,0,168,162,6
海南,2020/5/10,0,0,0,168,162,6
海南,2020/5/11,0,0,0,168,162,6
海南,2020/5/12,0,0,0,168,162,6
海南,2020/5/13,0,0,0,168,162,6
海南,2020/5/14,0,0,0,168,162,6
海南,2020/5/15,0,0,0,168,162,6
海南,2020/5/16,0,0,0,168,162,6
海南,2020/5/17,0,0,0,168,162,6
海南,2020/5/18,0,0,0,168,162,6
海南,2020/5/19,0,0,0,168,162,6
海南,2020/5/2,0,0,0,168,162,6
海南,2020/5/20,0,0,0,168,162,6
海南,2020/5/21,0,0,0,168,162,6
海南,2020/5/22,0,0,0,168,162,6
海南,2020/5/23,0,0,0,168,162,6
海南,2020/5/24,0,0,0,168,162,6
海南,2020/5/25,0,0,0,168,162,6
海南,2020/5/26,0,0,0,168,162,6
海南,2020/5/27,0,0,0,168,162,6
海南,2020/5/28,0,0,0,168,162,6
海南,2020/5/29,0,0,0,168,162,6
海南,2020/5/3,0,0,0,168,162,6
海南,2020/5/30,0,0,0,168,162,6
海南,2020/5/31,0,0,0,168,162,6
海南,2020/5/4,0,0,0,168,162,6
海南,2020/5/5,0,0,0,168,162,6
海南,2020/5/6,0,0,0,168,162,6
海南,2020/5/7,0,0,0,168,162,6
海南,2020/5/8,0,0,0,168,162,6
海南,2020/5/9,0,0,0,168,162,6
海南,2020/6/1,0,0,0,168,162,6
海南,2020/6/10,0,0,0,168,162,6
海南,2020/6/11,0,0,0,168,162,6
海南,2020/6/12,0,0,0,168,162,6
海南,2020/6/13,0,0,0,168,162,6
海南,2020/6/14,0,0,0,168,162,6
海南,2020/6/15,0,0,0,168,162,6
海南,2020/6/16,0,0,0,168,162,6
海南,2020/6/17,0,0,0,168,162,6
海南,2020/6/18,0,0,0,168,162,6
海南,2020/6/19,0,0,0,168,162,6
海南,2020/6/2,0,0,0,168,162,6
海南,2020/6/20,0,0,0,168,162,6
海南,2020/6/21,0,0,0,168,162,6
海南,2020/6/22,0,0,0,168,162,6
海南,2020/6/23,0,0,0,168,162,6
海南,2020/6/24,0,0,0,168,162,6
海南,2020/6/25,0,0,0,168,162,6
海南,2020/6/26,0,0,0,168,162,6
海南,2020/6/27,0,0,0,168,162,6
海南,2020/6/28,0,0,0,168,162,6
海南,2020/6/29,0,0,0,168,162,6
海南,2020/6/3,0,0,0,168,162,6
海南,2020/6/30,0,0,0,168,162,6
海南,2020/6/4,0,0,0,168,162,6
海南,2020/6/5,0,0,0,168,162,6
海南,2020/6/6,0,0,0,168,162,6
海南,2020/6/7,0,0,0,168,162,6
海南,2020/6/8,0,0,0,168,162,6
海南,2020/6/9,0,0,0,168,162,6
湖北,2020/1/10,41,2,1,41,2,1
